longitude,latitude,property_type,room_type,price,minimum_nights,availability_30,availability_60,number_of_reviews,review_scores_rating,neighbourhood,bedrooms,bathrooms
-122.41152,37.79466,Townhouse,Entire home/apt,$250.00,2,2,6,38,96,Nob Hill,2,1
-122.41797,37.75076,Apartment,Entire home/apt,$185.00,30,10,28,38,99,Mission District,1,1
-122.40675,37.76462,House,Entire home/apt,$225.00,2,0,0,79,96,Potrero Hill,2,1
-122.44355,37.78443,Apartment,Private room,$49.00,30,0,0,107,97,Western Addition/NOPA,1,1
-122.4907,37.74758,House,Private room,$200.00,2,1,18,115,97,Outer Sunset,2,2
-122.41543,37.74576,House,Private room,$95.00,2,0,12,121,98,Bernal Heights,1,1
-122.39827,37.75526,House,Private room,$127.00,1,24,51,298,95,Potrero Hill,1,1
-122.40041,37.75512,House,Private room,$132.00,1,29,56,269,96,Potrero Hill,1,1
-122.49791,37.76351,House,Entire home/apt,$350.00,2,0,19,13,97,Outer Sunset,2,1
-122.40943,37.78664,Hotel,Private room,$180.00,2,0,0,12,93,Union Square,0,1
-122.41063,37.78836,Hotel,Private room,$180.00,2,0,0,7,97,Downtown,0,1
-122.40991,37.7877,Hotel,Private room,$180.00,2,0,0,6,93,Downtown,0,1
-122.40959,37.78846,Hotel,Private room,$180.00,2,0,0,9,98,Union Square,0,1
-122.41091,37.78837,Condominium,Entire home/apt,$269.00,1,27,53,14,97,Downtown,0,1
-122.43435,37.76684,Apartment,Entire home/apt,$220.00,3,4,12,8,97,Duboce Triangle,1,1
-122.40782,37.80332,Apartment,Entire home/apt,$640.00,2,23,45,48,100,Telegraph Hill,2,1.5
-122.44744,37.78056,Apartment,Entire home/apt,$155.00,2,8,19,158,95,Richmond District,1,1
-122.42015,37.7459,House,Entire home/apt,$255.00,30,5,35,59,95,Bernal Heights,2,1
-122.44501,37.78457,Apartment,Private room,$69.00,30,10,40,1,100,Western Addition/NOPA,1,1
-122.43817,37.74697,House,Entire home/apt,$450.00,3,13,34,46,98,Diamond Heights,2,1
-122.41236,37.79617,Condominium,Private room,$140.00,3,6,12,313,98,Nob Hill,1,1
-122.41656,37.75054,House,Private room,$173.00,1,10,16,117,100,Mission District,1,1
-122.43233,37.75114,Apartment,Entire home/apt,$165.00,30,30,60,48,97,Noe Valley,2,1.5
-122.50256,37.74666,House,Private room,$70.00,30,0,0,51,96,Outer Sunset,1,0
-122.41668,37.75032,House,Private room,$99.00,1,6,11,255,98,Mission District,1,2
-122.41054,37.78846,Hotel,Private room,$180.00,2,0,0,5,96,Downtown,0,1
-122.40949,37.78749,Hotel,Private room,$180.00,2,0,0,2,100,Union Square,0,1
-122.42479,37.74363,House,Entire home/apt,$150.00,1,0,0,4,100,Noe Valley,1,1
-122.43158,37.75927,Condominium,Entire home/apt,$495.00,3,0,3,10,100,The Castro,4,2
-122.40017,37.71299,House,Private room,$120.00,2,9,27,174,97,Visitacion Valley,1,1
-122.40056,37.75909,Apartment,Entire home/apt,$175.00,7,9,21,127,97,Potrero Hill,1,1
-122.50436,37.75284,Townhouse,Entire home/apt,$162.00,30,0,0,22,91,Outer Sunset,3,1
-122.42153,37.75417,Condominium,Entire home/apt,$250.00,2,0,0,38,98,Mission District,3,3
-122.44688,37.75967,Apartment,Entire home/apt,$185.00,30,25,55,178,98,Twin Peaks,1,1
-122.40053,37.71297,Guest suite,Private room,$120.00,2,9,23,186,96,Visitacion Valley,1,1
-122.3926,37.77051,Apartment,Entire home/apt,$299.00,30,9,9,1,100,Mission Bay,1,1
-122.42082,37.76264,Apartment,Private room,"$3,200.00",1125,0,0,2,100,Mission District,1,2
-122.42317,37.7597,Apartment,Entire home/apt,$199.00,30,30,60,7,90,Mission District,3,2
-122.40585,37.79878,Apartment,Entire home/apt,$170.00,30,0,20,59,98,Telegraph Hill,2,1
-122.41062,37.78846,Hotel,Private room,$190.00,2,0,0,8,98,Downtown,0,1
-122.41068,37.78722,Hotel,Private room,$190.00,2,0,0,1,100,Downtown,0,1
-122.44196,37.75345,House,Private room,$129.00,30,0,25,10,100,Noe Valley,1,1
-122.40037,37.79801,Apartment,Entire home/apt,$272.00,30,30,60,0,NA,Financial District,1,1
-122.41117,37.78846,Hotel,Private room,$250.00,2,0,0,6,100,Downtown,0,1
-122.41844,37.79248,Apartment,Entire home/apt,$100.00,30,30,60,7,93,Nob Hill,1,1
-122.44017,37.80194,Apartment,Private room,$149.00,2,8,25,291,96,Marina,1,1.5
-122.43499,37.74552,House,Entire home/apt,$250.00,1,0,4,38,94,Noe Valley,3,2
-122.39827,37.7302,House,Private room,$56.00,30,0,0,125,97,Bayview,1,1
-122.39937,37.78724,Apartment,Entire home/apt,$301.00,30,14,30,4,100,SoMa,2,2
-122.41196,37.75842,Apartment,Entire home/apt,$358.00,3,0,0,39,99,Mission District,2,2
-122.40726,37.74663,House,Entire home/apt,$299.00,4,0,0,21,97,Bernal Heights,2,1
-122.46433,37.76421,House,Private room,$139.00,3,5,15,95,98,Inner Sunset,1,1
-122.44283,37.78518,House,Entire home/apt,"$2,000.00",2,0,5,18,100,Western Addition/NOPA,6,4.5
-122.4381,37.78255,House,Entire home/apt,$365.00,30,30,60,22,87,Western Addition/NOPA,5,2.5
-122.43972,37.78228,House,Private room,$83.00,30,12,42,0,NA,Western Addition/NOPA,1,1.5
-122.43886,37.78081,House,Private room,$70.00,30,12,42,1,100,Western Addition/NOPA,1,1.5
-122.44026,37.78264,House,Private room,$70.00,30,12,42,0,NA,Western Addition/NOPA,1,1.5
-122.44008,37.78291,House,Private room,$75.00,30,12,42,2,100,Western Addition/NOPA,1,1.5
-122.40096,37.75977,Apartment,Entire home/apt,$225.00,4,0,16,0,NA,Potrero Hill,1,1
-122.47989,37.77745,House,Private room,$99.00,2,10,10,97,93,Richmond District,1,1
-122.4458,37.76731,Condominium,Private room,$175.00,1,24,54,127,99,Haight-Ashbury,1,1
-122.40632,37.72213,House,Private room,$410.00,3,10,18,99,98,Portola,4,3
-122.40897,37.77514,Townhouse,Private room,$200.00,13,0,0,0,NA,SoMa,1,1
-122.44807,37.77016,Apartment,Entire home/apt,$210.00,30,0,28,20,96,Haight-Ashbury,1,1
-122.50262,37.77812,House,Private room,$133.00,2,10,24,299,98,Richmond District,1,1
-122.43633,37.77856,Apartment,Private room,$140.00,3,0,0,52,98,Western Addition/NOPA,1,1.5
-122.4282,37.74844,Guest suite,Entire home/apt,$146.00,1,16,35,361,96,Noe Valley,1,1
-122.44698,37.76922,Guest suite,Entire home/apt,$150.00,2,8,28,251,96,Haight-Ashbury,1,1
-122.44197,37.75377,Other,Entire home/apt,$135.00,2,11,23,257,98,Noe Valley,0,1
-122.45383,37.75135,House,Private room,$135.00,2,13,39,206,93,Twin Peaks,1,1
-122.4112,37.78835,Condominium,Entire home/apt,$249.00,1,30,56,21,100,Downtown,0,1
-122.48011,37.77785,House,Private room,$204.00,2,0,0,131,94,Richmond District,2,1
-122.42254,37.78397,Condominium,Entire home/apt,$129.00,60,0,26,8,100,Western Addition/NOPA,1,1
-122.42833,37.78835,Apartment,Entire home/apt,$150.00,3,0,0,53,97,Western Addition/NOPA,0,1
-122.4012,37.75429,Apartment,Private room,$39.00,30,0,0,6,93,Potrero Hill,1,1
-122.41489,37.74067,Guest suite,Private room,$140.00,30,20,50,115,94,Bernal Heights,1,1
-122.41268,37.80031,House,Entire home/apt,$350.00,1,0,0,17,88,North Beach,2,2
-122.38566,37.7352,House,Private room,$105.00,2,16,42,121,96,Bayview,1,1
-122.43145,37.76479,Bungalow,Entire home/apt,$130.00,30,0,0,20,98,The Castro,1,1
-122.43832,37.75411,Apartment,Entire home/apt,$259.00,2,8,38,203,97,Noe Valley,1,1
-122.43639,37.76757,House,Private room,$120.00,2,8,9,107,99,Haight-Ashbury,1,1
-122.4452,37.73035,House,Private room,$104.00,3,15,38,214,98,Sunnyside,1,1
-122.43226,37.77191,Condominium,Private room,$95.00,1,1,1,172,97,Hayes Valley,1,1
-122.39659,37.71755,House,Private room,$90.00,1,0,29,147,95,Bayview,1,1
-122.43189,37.76414,House,Private room,$150.00,2,11,29,248,97,The Castro,1,1
-122.39553,37.76391,Guest suite,Entire home/apt,$185.00,2,0,0,62,99,Potrero Hill,1,1
-122.41963,37.75829,House,Private room,$89.00,4,0,0,121,95,Mission District,1,1
-122.41722,37.78894,Apartment,Entire home/apt,$149.00,30,0,8,112,89,Downtown,0,1
-122.40766,37.74728,Guesthouse,Entire home/apt,$165.00,2,0,0,131,98,Bernal Heights,0,1
-122.40863,37.74727,Guest suite,Entire home/apt,$250.00,3,0,0,99,96,Bernal Heights,2,2
-122.42511,37.77355,Apartment,Entire home/apt,$110.00,30,20,50,4,95,Hayes Valley,1,1
-122.39862,37.78935,Apartment,Entire home/apt,$255.00,30,0,0,7,83,SoMa,1,1
-122.39837,37.79602,Apartment,Entire home/apt,$176.00,31,27,57,5,100,Financial District,0,1
-122.39925,37.78424,Apartment,Private room,$100.00,180,0,0,0,NA,SoMa,1,1
-122.46147,37.74288,Guest suite,Entire home/apt,$99.00,30,5,22,299,99,Forest Hill,0,1
-122.50744,37.78,Hotel,Private room,$129.00,1,10,32,454,99,Richmond District,1,1
-122.43451,37.7117,Guest suite,Private room,$98.00,1,3,8,459,98,Crocker Amazon,1,1
-122.49897,37.77974,House,Entire home/apt,$100.00,1,7,21,210,91,Richmond District,1,1
-122.49316,37.78668,House,Private room,$135.00,2,17,36,187,99,Richmond District,1,1
-122.4438,37.78409,House,Entire home/apt,$293.00,30,23,53,2,100,Western Addition/NOPA,3,3
-122.39868,37.78758,Condominium,Entire home/apt,$501.00,30,5,31,2,100,SoMa,1,1
-122.3967,37.76118,Apartment,Entire home/apt,$195.00,3,7,24,55,96,Potrero Hill,2,1
-122.44309,37.80584,Apartment,Entire home/apt,$350.00,30,0,0,4,90,Marina,1,1
-122.50925,37.77392,Guest suite,Entire home/apt,$150.00,30,5,13,100,94,Richmond District,1,1
-122.41948,37.7583,House,Private room,$220.00,4,0,0,13,87,Mission District,3,1
-122.40794,37.75126,Apartment,Entire home/apt,$139.00,30,0,0,27,99,Mission District,2,1
-122.44182,37.75148,Condominium,Private room,$95.00,2,28,53,28,100,Noe Valley,1,2
-122.42695,37.80259,Guest suite,Private room,$170.00,3,0,0,130,100,Marina,1,1
-122.41672,37.77219,Apartment,Entire home/apt,$250.00,2,0,0,31,92,SoMa,2,1
-122.46162,37.728,Apartment,Entire home/apt,$144.00,4,13,37,80,98,Balboa Terrace,1,1
-122.43773,37.72207,Apartment,Entire home/apt,$177.00,2,13,21,165,97,Mission Terrace,1,1
-122.42901,37.73391,Guest suite,Entire home/apt,$109.00,2,5,15,176,98,Bernal Heights,1,1
-122.42899,37.72944,Apartment,Entire home/apt,$115.00,3,0,0,150,95,Excelsior,0,1
-122.4222,37.78268,Condominium,Entire home/apt,$110.00,30,11,14,21,98,Western Addition/NOPA,0,1
-122.40941,37.74855,Guest suite,Entire home/apt,$260.00,2,10,33,154,99,Mission District,0,1
-122.47504,37.76104,Apartment,Entire home/apt,$159.00,30,4,34,103,96,Inner Sunset,1,1
-122.405,37.80297,Condominium,Entire home/apt,$246.00,30,0,0,3,93,Telegraph Hill,1,1
-122.48114,37.7602,Apartment,Entire home/apt,$129.00,30,9,39,79,99,Outer Sunset,0,1
-122.41025,37.80302,Townhouse,Entire home/apt,$205.00,3,0,5,239,99,North Beach,1,1
-122.50436,37.75573,Apartment,Entire home/apt,$138.00,30,0,0,24,92,Outer Sunset,1,1
-122.40775,37.7868,Apartment,Private room,$110.00,1,0,0,83,92,Downtown,1,1
-122.40893,37.74053,House,Entire home/apt,$186.00,30,30,60,6,80,Bernal Heights,3,2
-122.41786,37.76867,Apartment,Entire home/apt,$220.00,2,0,0,42,98,Mission District,2,1
-122.40782,37.787350000000000,Apartment,Private room,$110.00,1,0,0,89,87,Downtown,1,1
-122.40875,37.74262,House,Private room,$95.00,3,0,16,36,97,Bernal Heights,1,1
-122.4492,37.77858,House,Entire home/apt,$599.00,5,0,0,20,99,Richmond District,4,3
-122.39551,37.77941,Loft,Entire home/apt,$550.00,30,30,60,2,100,SoMa,2,2
-122.42783,37.77397,Apartment,Entire home/apt,$250.00,30,10,27,151,98,Hayes Valley,1,1
-122.43515,37.7591,Condominium,Entire home/apt,$270.00,30,0,14,1,100,The Castro,3,3
-122.44404,37.7718,House,Entire home/apt,"$1,000.00",3,6,6,0,NA,Haight-Ashbury,3,2.5
-122.42709,37.75477,Loft,Entire home/apt,$140.00,30,0,0,20,97,Noe Valley,1,1
-122.43613,37.74672,House,Private room,$225.00,2,28,49,6,96,Noe Valley,1,1
-122.43331,37.7304,House,Private room,$103.00,2,0,0,30,99,Mission Terrace,1,1
-122.41065,37.79552,Apartment,Entire home/apt,$499.00,3,10,19,28,96,Nob Hill,3,2
-122.44204,37.80317,House,Entire home/apt,$220.00,30,0,0,27,99,Marina,1,1
-122.4303,37.77084,Condominium,Entire home/apt,$200.00,2,0,4,26,98,Lower Haight,1,1
-122.41937,37.73638,House,Entire home/apt,$360.00,4,0,0,14,97,Bernal Heights,4,4
-122.4099,37.78768,Apartment,Private room,$110.00,1,0,0,74,89,Downtown,1,1
-122.40805,37.78586,Apartment,Private room,$110.00,1,0,0,65,88,Downtown,1,1
-122.4094,37.78684,Apartment,Private room,$110.00,1,0,0,65,88,Union Square,1,1
-122.409,37.78688,Apartment,Private room,$110.00,1,0,0,96,90,Downtown,1,1
-122.40811,37.7872,Apartment,Private room,$89.00,1,0,0,86,87,Union Square,1,1
-122.4085,37.78546,Apartment,Private room,$40.00,1,0,0,94,88,Union Square,1,1
-122.41512,37.75042,Apartment,Entire home/apt,$187.00,5,0,0,21,99,Mission District,2,1
-122.40517,37.78406,Apartment,Shared room,$200.00,30,29,59,0,NA,SoMa,1,1
-122.46735,37.77859,Apartment,Entire home/apt,$185.00,4,8,13,192,99,Richmond District,1,1
-122.48767,37.78336,Apartment,Private room,$69.00,30,0,27,0,NA,Richmond District,1,1
-122.38702,37.73238,House,Private room,$69.00,1,17,47,28,86,Bayview,1,1
-122.41798,37.80073,Apartment,Entire home/apt,$550.00,30,29,59,5,92,Russian Hill,2,1
-122.4213,37.77231,Apartment,Entire home/apt,$330.00,4,11,30,17,95,SoMa,2,1
-122.40826,37.75125,Guest suite,Entire home/apt,$160.00,2,2,20,138,97,Mission District,1,1
-122.4128,37.7583,Hostel,Shared room,$55.00,2,12,36,205,96,Mission District,1,2
-122.41388,37.7581,Hostel,Shared room,$55.00,2,25,49,217,96,Mission District,1,2
-122.41317,37.75789,Hostel,Shared room,$55.00,2,21,45,202,95,Mission District,1,2
-122.41288,37.75818,Hostel,Shared room,$33.00,30,0,0,128,97,Mission District,1,2
-122.44018,37.78916,House,Private room,$150.00,1,0,0,16,99,Pacific Heights,1,1
-122.42588,37.75612,House,Private room,$120.00,2,0,0,84,94,Mission District,1,1
-122.42651,37.79522,Serviced apartment,Hotel room,$188.00,30,4,34,1,80,Pacific Heights,1,1.5
-122.42492,37.76176,House,Entire home/apt,$435.00,3,0,0,21,99,Mission District,3,1
-122.40925,37.78799,Condominium,Entire home/apt,$540.00,1,23,47,13,100,Union Square,0,2
-122.46994,37.75231,House,Entire home/apt,$450.00,3,0,1,6,100,Inner Sunset,3,3.5
-122.39181,37.78818,Apartment,Entire home/apt,$160.00,365,30,60,0,NA,South Beach,1,2
-122.40486,37.74829,Apartment,Entire home/apt,$120.00,3,3,24,33,99,Bernal Heights,1,1
-122.49092,37.76419,Guest suite,Entire home/apt,$150.00,2,3,14,252,98,Outer Sunset,1,1
-122.44472,37.79049,House,Entire home/apt,"$1,200.00",4,24,35,29,99,Pacific Heights,6,4
-122.43805,37.75319,Guest suite,Entire home/apt,$190.00,30,30,60,93,93,Noe Valley,1,1
-122.43236,37.77221,Condominium,Entire home/apt,$155.00,2,0,0,54,100,Lower Haight,1,1
-122.42284,37.75527,Apartment,Entire home/apt,$119.00,30,0,0,82,88,Mission District,0,1
-122.44187,37.77872,Condominium,Private room,$124.00,1,0,0,49,99,Western Addition/NOPA,1,1
-122.39159,37.79268,Apartment,Entire home/apt,$279.00,30,30,60,0,NA,South Beach,1,1
-122.42825,37.76281,Apartment,Entire home/apt,$155.00,2,4,20,245,95,Mission District,1,1
-122.40753,37.75268,Townhouse,Private room,$144.00,1,0,0,269,98,Mission District,1,1
-122.43133,37.77418,Apartment,Entire home/apt,$90.00,30,0,20,9,76,Alamo Square,0,1
-122.39427,37.77083,Apartment,Entire home/apt,$229.00,30,9,9,0,NA,Mission Bay,1,1
-122.39253,37.77237,Apartment,Entire home/apt,$299.00,30,16,46,0,NA,Mission Bay,2,2
-122.41994,37.79513,Apartment,Entire home/apt,$229.00,30,30,60,0,NA,Nob Hill,1,1
-122.46538,37.78528,Apartment,Entire home/apt,$310.00,30,30,60,3,47,Richmond District,2,2
-122.46688,37.78404,Apartment,Entire home/apt,$270.00,30,0,5,6,93,Richmond District,2,1
-122.41048,37.79584,Apartment,Entire home/apt,$145.00,30,24,54,11,94,Nob Hill,1,1
-122.43721,37.768,Condominium,Entire home/apt,$429.00,1,0,0,72,98,Haight-Ashbury,3,3
-122.43748,37.76762,Apartment,Private room,$189.00,1,2,14,111,97,Haight-Ashbury,1,1
-122.43402,37.77287,Condominium,Private room,$125.00,1,12,30,157,90,Lower Haight,1,1
-122.42571,37.74799,House,Private room,$90.00,2,2,23,85,97,Noe Valley,1,1
-122.4419,37.78918,House,Private room,$186.00,4,8,32,48,100,Pacific Heights,1,1
-122.4441,37.75186,Apartment,Private room,$53.00,30,9,9,86,93,Twin Peaks,1,1
-122.41062,37.78727,Hotel,Private room,$180.00,2,0,0,2,100,Downtown,0,1
-122.4095,37.78819,Hotel,Private room,$180.00,2,0,0,0,NA,Downtown,0,1
-122.41002,37.78897,Hotel,Private room,$180.00,2,0,0,4,90,Union Square,0,1
-122.40706,37.75245,Apartment,Entire home/apt,$312.00,2,0,0,48,97,Mission District,2,2
-122.44465,37.7857,House,Entire home/apt,$299.00,30,0,0,52,89,Western Addition/NOPA,2,1
-122.43531,37.7692,Apartment,Private room,$99.00,1,0,0,514,98,Duboce Triangle,1,1
-122.42977,37.73491,House,Entire home/apt,$445.00,4,0,7,4,100,Glen Park,4,4.5
-122.43225,37.76018,Serviced apartment,Hotel room,$170.00,30,13,43,4,95,The Castro,1,1
-122.43641,37.77291,Townhouse,Private room,$115.00,1,8,20,148,94,Hayes Valley,1,1
-122.42547,37.7439,House,Entire home/apt,$76.00,1,0,0,160,99,Noe Valley,1,1
-122.50093,37.7369,House,Entire home/apt,$164.00,2,0,0,39,95,Outer Sunset,3,2
-122.40497,37.75191,Apartment,Entire home/apt,$350.00,2,0,0,28,99,Mission District,3,1
-122.50109,37.77301,House,Private room,$100.00,1,3,9,232,95,Richmond District,1,1
-122.45548,37.74536,House,Entire home/apt,$495.00,30,21,51,2,100,Forest Hill,4,2
-122.43557,37.80661,House,Entire home/apt,$350.00,30,30,60,54,96,Marina,4,3.5
-122.50268,37.7734,House,Private room,$100.00,2,2,2,85,95,Richmond District,1,1
-122.50169,37.77241,House,Private room,$100.00,1,12,24,189,95,Richmond District,1,1
-122.4219,37.77981,Boutique hotel,Private room,$140.00,1,17,40,114,97,Western Addition/NOPA,1,1
-122.42562,37.7518,Apartment,Private room,$48.00,30,0,12,4,100,Noe Valley,1,1.5
-122.40849,37.75728,Apartment,Entire home/apt,$95.00,2,8,26,98,96,Mission District,2,1
-122.4514,37.7693,Apartment,Private room,$99.00,3,0,0,0,NA,Haight-Ashbury,1,1.5
-122.45561,37.76467,Condominium,Private room,$109.00,3,0,0,13,100,Cole Valley,1,1
-122.46706,37.72062,House,Private room,$50.00,30,0,0,3,93,Oceanview,1,1
-122.40403,37.799,Apartment,Private room,$65.00,30,0,0,86,85,Telegraph Hill,1,2
-122.40961,37.78697,Hotel,Private room,$180.00,2,0,0,2,100,Downtown,0,1
-122.4106,37.78848,Hotel,Private room,$180.00,1,0,0,1,100,Downtown,0,1
-122.45234,37.7697,Apartment,Private room,$80.00,4,0,0,63,99,Haight-Ashbury,1,1
-122.41697,37.74648,House,Private room,$250.00,2,0,0,126,99,Bernal Heights,2,2
-122.41495,37.73228,Townhouse,Private room,$75.00,1,23,48,273,96,Bernal Heights,1,1
-122.42524,37.76354,House,Private room,$125.00,2,1,11,204,100,Mission District,1,1
-122.4186,37.75566,House,Private room,$165.00,30,1,31,75,99,Mission District,1,1
-122.41544,37.79291,Apartment,Entire home/apt,$200.00,4,0,0,24,100,Nob Hill,0,1
-122.45125,37.76691,Apartment,Entire home/apt,$110.00,30,0,0,16,100,Cole Valley,1,1
-122.41499,37.7915,Apartment,Entire home/apt,$110.00,85,0,0,4,95,Nob Hill,0,1
-122.41059,37.79047,Apartment,Entire home/apt,$120.00,30,5,5,12,97,Nob Hill,1,1
-122.49133,37.75582,House,Private room,$105.00,30,30,60,32,97,Outer Sunset,1,1
-122.44228,37.78801,House,Private room,$286.00,3,7,10,83,99,Pacific Heights,2,1
-122.42141,37.74478,Apartment,Entire home/apt,$275.00,30,0,0,86,97,Bernal Heights,4,2
-122.44218,37.73227,Apartment,Entire home/apt,$150.00,30,4,34,104,96,Sunnyside,2,1.5
-122.44015,37.72771,Apartment,Entire home/apt,$400.00,3,16,38,16,99,Mission Terrace,3,2
-122.42271,37.778,Boutique hotel,Private room,$144.00,2,0,0,9,95,Western Addition/NOPA,1,1
-122.45112,37.75887,Apartment,Entire home/apt,$138.00,30,0,28,1,100,Twin Peaks,1,1
-122.43186,37.78895,Guest suite,Private room,$154.00,2,16,35,107,95,Western Addition/NOPA,1,1
-122.45177,37.71742,Guest suite,Entire home/apt,$193.00,1,29,53,127,96,Ingleside,1,1
-122.47687,37.77393,House,Entire home/apt,$499.00,30,30,60,103,92,Richmond District,5,1.5
-122.43363,37.75332,House,Entire home/apt,$995.00,2,0,0,13,100,Noe Valley,4,2.5
-122.40735,37.7917,Boutique hotel,Private room,$350.00,2,30,56,0,NA,Nob Hill,0,1
-122.44498,37.75259,Apartment,Entire home/apt,$550.00,3,11,11,48,98,Twin Peaks,2,2
-122.42838,37.74935,House,Private room,$250.00,4,29,44,32,99,Noe Valley,1,1
-122.46773,37.77422,Guest suite,Entire home/apt,$135.00,3,0,3,207,100,Richmond District,1,1
-122.3916,37.77887,Condominium,Entire home/apt,$134.00,30,0,0,3,80,SoMa,1,1
-122.43221,37.77862,Apartment,Entire home/apt,$550.00,2,0,0,16,100,Alamo Square,3,2
-122.44557,37.75716,Guest suite,Private room,$100.00,2,5,30,109,95,Twin Peaks,1,1
-122.44052,37.7568,Apartment,Private room,$65.00,30,23,53,14,96,The Castro,1,4
-122.41336,37.79428,Apartment,Entire home/apt,$175.00,30,0,21,3,100,Nob Hill,2,1
-122.4284,37.74687,House,Private room,$105.00,1,4,12,364,97,Noe Valley,1,1
-122.39876,37.75371,Condominium,Entire home/apt,$225.00,3,0,0,1,100,Potrero Hill,2,2
-122.43041,37.79601,Apartment,Entire home/apt,$225.00,30,30,60,10,100,Pacific Heights,3,1
-122.40981,37.75666,Serviced apartment,Hotel room,$189.00,30,0,0,4,95,Mission District,2,1
-122.43663,37.77658,Apartment,Entire home/apt,"$1,150.00",30,30,60,9,97,Alamo Square,4,2
-122.47388,37.78259,Apartment,Private room,$90.00,30,12,42,1,60,Richmond District,1,1
-122.41986,37.80658,Condominium,Entire home/apt,"$1,500.00",5,0,0,38,100,Fisherman's Wharf,2,2
-122.46834,37.7739,House,Entire home/apt,$275.00,3,0,0,4,100,Richmond District,2,2.5
-122.42464,37.76067,Condominium,Entire home/apt,$250.00,3,0,0,23,100,Mission District,2,2
-122.43022,37.74571,House,Private room,$105.00,1,5,14,243,98,Noe Valley,1,1
-122.44064,37.7492,Townhouse,Entire home/apt,$650.00,2,0,0,23,96,Noe Valley,3,2
-122.4427,37.75078,Condominium,Private room,$138.00,1,0,0,12,98,Noe Valley,1,1
-122.48228,37.73352,House,Private room,$64.00,2,15,40,147,97,Lakeshore,1,1
-122.43529,37.77337,Apartment,Entire home/apt,$750.00,3,6,18,74,99,Lower Haight,4,2
-122.44337,37.77839,Apartment,Entire home/apt,$180.00,31,26,56,82,97,Western Addition/NOPA,1,1
-122.42594,37.78563,Apartment,Entire home/apt,$185.00,30,0,0,15,97,Western Addition/NOPA,2,2
-122.40408,37.79873,Bed and breakfast,Private room,$95.00,1,12,35,75,94,Telegraph Hill,1,10
-122.40609,37.79934,Bed and breakfast,Private room,$95.00,1,15,37,64,94,Telegraph Hill,1,0
-122.46255,37.76588,Apartment,Entire home/apt,$97.00,30,0,0,8,100,Inner Sunset,0,1
-122.40444,37.79914,Bed and breakfast,Private room,$99.00,1,9,29,91,95,Telegraph Hill,1,10
-122.40429,37.79856,Apartment,Entire home/apt,$195.00,2,0,3,51,95,Telegraph Hill,1,1
-122.43241,37.78886,Apartment,Entire home/apt,$499.00,4,0,0,5,100,Western Addition/NOPA,0,1
-122.41679,37.74236,House,Private room,$95.00,2,0,10,103,97,Bernal Heights,1,1
-122.42395,37.76765,Apartment,Private room,$120.00,2,1,3,59,100,Mission District,1,1
-122.41629,37.7863,Apartment,Private room,$129.00,1,19,37,333,92,Tenderloin,1,1
-122.41835,37.79905,Apartment,Private room,$80.00,31,0,21,90,95,Russian Hill,1,1
-122.46585,37.77903,Guest suite,Entire home/apt,$300.00,1,22,44,182,95,Richmond District,1,1
-122.42362,37.7572,House,Private room,$129.00,1,18,44,135,95,Mission District,1,1
-122.41633,37.7516,Apartment,Private room,$80.00,30,0,0,14,99,Mission District,1,1.5
-122.40964,37.76052,Condominium,Entire home/apt,$500.00,4,12,26,80,99,Mission District,3,2.5
-122.40738,37.79576,Apartment,Entire home/apt,$349.00,30,0,13,126,94,Chinatown,2,1.5
-122.42509,37.74937,Condominium,Entire home/apt,$168.00,21,0,0,29,95,Noe Valley,2,1
-122.49963,37.76395,Apartment,Entire home/apt,$140.00,30,20,37,36,100,Outer Sunset,1,1
-122.48655,37.78258,Loft,Entire home/apt,$139.00,30,0,0,9,98,Richmond District,1,1
-122.4369,37.77297,Townhouse,Private room,$125.00,1,2,7,231,95,Lower Haight,1,1
-122.4067,37.74439,House,Entire home/apt,$300.00,3,0,0,0,NA,Bernal Heights,3,3.5
-122.3988,37.79716,Apartment,Entire home/apt,$140.00,31,27,57,9,93,Financial District,0,1
-122.4751,37.74762,Apartment,Entire home/apt,$499.00,2,11,31,202,97,Parkside,3,2
-122.41637,37.78781,Apartment,Private room,$85.00,2,6,12,69,89,Downtown,1,0.5
-122.43091,37.77718,Apartment,Private room,$60.00,30,0,0,7,97,Western Addition/NOPA,1,3
-122.40853,37.77542,House,Private room,$160.00,2,4,4,167,99,SoMa,1,1
-122.43018000000000,37.71987,Apartment,Entire home/apt,$110.00,30,0,0,82,99,Excelsior,1,1
-122.43205,37.74383,House,Entire home/apt,$135.00,1,2,7,404,99,Noe Valley,1,1
-122.4366,37.79356,Apartment,Entire home/apt,$300.00,31,12,42,17,99,Pacific Heights,1,1
-122.46372,37.72091,House,Entire home/apt,$145.00,3,0,0,8,90,Oceanview,2,1
-122.43075,37.75111,Apartment,Entire home/apt,$322.00,30,0,0,3,100,Noe Valley,2,2
-122.40851,37.76108,Apartment,Private room,$80.00,31,3,16,12,100,Mission District,1,1.5
-122.41346,37.73822,House,Entire home/apt,$275.00,30,30,60,0,NA,Bernal Heights,3,2
-122.43973,37.79077,Guest suite,Entire home/apt,$185.00,3,5,16,83,99,Pacific Heights,1,1
-122.41197,37.78707,Apartment,Entire home/apt,$130.00,30,0,0,4,100,Downtown,0,1
-122.43558,37.75297,Apartment,Private room,$135.00,30,0,0,1,100,Noe Valley,1,1
