longitude,latitude,property_type,room_type,price,minimum_nights,availability_30,availability_60,number_of_reviews,review_scores_rating,neighbourhood,bedrooms,bathrooms
-122.39431,37.78995,Apartment,Private room,$157.00,3,11,32,67,96,SoMa,1,1
-122.50023,37.74977,Guest suite,Entire home/apt,$200.00,1,8,34,25,99,Outer Sunset,1,1
-122.40738,37.79054,Apartment,Entire home/apt,$100.00,30,0,0,2,90,Nob Hill,1,1
-122.41746,37.79364,Apartment,Private room,$99.00,31,18,18,39,95,Nob Hill,1,1
-122.40911,37.79147,Apartment,Entire home/apt,$130.00,30,28,58,6,80,Nob Hill,1,1
-122.43035,37.75848,Guesthouse,Entire home/apt,$155.00,30,0,0,41,100,The Castro,1,1
-122.4386,37.74983,Apartment,Private room,$72.00,2,5,19,170,99,Noe Valley,1,1
-122.47393,37.72442,House,Private room,$40.00,30,0,0,1,80,Lakeshore,1,1
-122.41533,37.74685,Apartment,Private room,$150.00,3,0,0,9,98,Bernal Heights,1,1
-122.40675,37.7917,Boutique hotel,Private room,$225.00,2,0,0,7,94,Chinatown,1,1
-122.41377,37.80487,Apartment,Private room,$67.00,30,0,0,74,95,North Beach,1,1.5
-122.39944,37.76338,Condominium,Entire home/apt,$241.00,30,0,0,3,93,Potrero Hill,2,2
-122.46564,37.76083,Bungalow,Entire home/apt,$250.00,3,0,0,40,99,Inner Sunset,2,1
-122.43992,37.76386,House,Entire home/apt,$495.00,3,13,24,58,100,The Castro,1,1
-122.4909,37.74293,Guest suite,Entire home/apt,$69.00,30,29,59,6,93,Outer Sunset,1,1
-122.4118,37.78946,Hotel,Hotel room,$750.00,2,2,8,4,100,Downtown,3,2
-122.44851,37.76504,Guest suite,Entire home/apt,$245.00,2,14,34,191,99,Cole Valley,1,1
-122.42614,37.77178,Townhouse,Private room,$56.00,2,0,8,86,97,Hayes Valley,1,1
-122.45631,37.77659,Apartment,Entire home/apt,$115.00,30,0,12,5,88,Richmond District,2,1
-122.41936,37.72602,House,Private room,$69.00,1,2,17,112,90,Excelsior,1,1
-122.42833,37.77124,Apartment,Entire home/apt,$125.00,30,0,0,3,100,Lower Haight,0,1
-122.43778,37.7915,Apartment,Entire home/apt,$250.00,30,28,58,8,95,Pacific Heights,2,1.5
-122.43627,37.78458,Apartment,Private room,$114.00,30,29,59,7,100,Western Addition/NOPA,1,1.5
-122.49212,37.78733,House,Private room,$120.00,2,13,34,67,98,Sea Cliff,1,1
-122.42461,37.79996,Apartment,Private room,$10.00,30,9,9,2,100,Cow Hollow,1,1
-122.41361,37.73656,Guest suite,Entire home/apt,$116.00,3,7,15,142,99,Bernal Heights,1,1
-122.40394,37.79983,Apartment,Entire home/apt,$189.00,30,0,0,5,90,Telegraph Hill,1,1
-122.41045,37.74245,House,Entire home/apt,$699.00,2,1,26,2,100,Bernal Heights,3,2
-122.49508,37.77959,House,Entire home/apt,$200.00,30,30,60,52,91,Richmond District,3,2
-122.41329,37.79202,Apartment,Entire home/apt,$160.00,188,30,60,0,NA,Nob Hill,1,1
-122.45142,37.73033,Apartment,Entire home/apt,$165.00,1,24,45,143,97,Sunnyside,1,1
-122.44519,37.77072,Apartment,Entire home/apt,$87.00,30,30,60,10,98,Haight-Ashbury,1,1
-122.43781,37.77176,Condominium,Entire home/apt,$175.00,7,4,4,16,100,Lower Haight,2,1
-122.38856,37.78918,Condominium,Private room,$89.00,31,30,60,1,100,South Beach,1,1
-122.48011,37.76361,House,Private room,$70.00,30,18,30,169,96,Outer Sunset,1,1
-122.38982,37.75839,Apartment,Entire home/apt,$255.00,30,3,3,6,100,Dogpatch,3,2.5
-122.42221,37.79614,Apartment,Entire home/apt,$195.00,2,0,4,58,96,Russian Hill,1,1
-122.4039,37.79834,Apartment,Entire home/apt,$150.00,30,0,0,8,100,Telegraph Hill,1,1
-122.39406,37.76459,Condominium,Private room,$123.00,3,6,19,150,98,Potrero Hill,1,1
-122.43255,37.77008,Guesthouse,Entire home/apt,$119.00,1,2,3,194,96,Lower Haight,1,1
-122.43117,37.77561,Condominium,Entire home/apt,$595.00,5,19,31,16,96,Alamo Square,3,2
-122.39899,37.75994,Apartment,Private room,$175.00,1,9,30,68,99,Potrero Hill,1,1
-122.42052,37.762,Condominium,Private room,$185.00,4,28,47,38,99,Mission District,1,1
-122.46632,37.71607,Guest suite,Entire home/apt,$120.00,1,5,19,148,97,Oceanview,1,1
-122.49131,37.74489,House,Private room,$59.00,30,5,35,5,92,Outer Sunset,1,1
-122.4902,37.74501,Guest suite,Entire home/apt,$61.00,30,0,0,4,95,Parkside,1,1
-122.40647,37.79034,Boutique hotel,Hotel room,$139.00,1,20,39,154,88,Union Square,1,1
-122.40333,37.76093,House,Private room,$58.00,1,14,39,129,98,Potrero Hill,1,1.5
-122.50067,37.77347,House,Private room,$160.00,2,0,12,4,100,Richmond District,1,1
-122.42393,37.74577,Condominium,Entire home/apt,$130.00,3,6,14,205,99,Noe Valley,1,1
-122.41531,37.7927,Apartment,Entire home/apt,$120.00,30,29,59,3,90,Nob Hill,1,1
-122.44436,37.80541,Apartment,Entire home/apt,$90.00,30,0,14,13,100,Marina,0,1
-122.47584,37.75935,House,Entire home/apt,$189.00,30,0,0,18,99,Inner Sunset,2,2
-122.42496,37.76265,House,Entire home/apt,$234.00,30,13,43,3,93,Mission District,2,1.5
-122.4508,37.70841,House,Private room,$85.00,1,12,42,44,96,Crocker Amazon,1,1
-122.48725,37.75841,House,Entire home/apt,$350.00,3,0,0,8,100,Outer Sunset,2,2
-122.3893,37.72622,House,Private room,$130.00,1,13,43,161,94,Bayview,1,2
-122.40865,37.7526,Apartment,Entire home/apt,$199.00,30,0,0,10,96,Mission District,2,1
-122.42124,37.74189,House,Private room,$124.00,30,27,57,4,90,Bernal Heights,1,1
-122.44681,37.74529,House,Private room,$80.00,1,7,27,274,99,Diamond Heights,1,1
-122.44192,37.76357,Apartment,Entire home/apt,$250.00,2,0,9,166,97,The Castro,1,1
-122.48265,37.75379,Guest suite,Private room,$125.00,2,16,30,133,98,Outer Sunset,1,1
-122.48054,37.74299,Apartment,Entire home/apt,$150.00,2,19,43,49,98,Parkside,1,1
-122.42051,37.75368,Apartment,Entire home/apt,$299.00,2,0,18,37,99,Mission District,1,1
-122.40762,37.74957,Apartment,Private room,$97.00,5,12,42,28,96,Mission District,1,1
-122.38933,37.78721,Condominium,Private room,$97.00,31,0,0,9,100,South Beach,1,1
-122.39753,37.79718,Apartment,Entire home/apt,$105.00,31,26,56,2,100,Financial District,0,1
-122.47236,37.77797,House,Private room,$107.00,1,13,19,217,92,Richmond District,2,1.5
-122.43071,37.76186,Apartment,Entire home/apt,$295.00,2,0,5,75,99,The Castro,2,1
-122.40927,37.78674,Aparthotel,Private room,$70.00,1,0,0,42,87,Union Square,0,1
-122.4599,37.7594,Apartment,Entire home/apt,$329.00,2,10,23,48,98,Inner Sunset,2,1
-122.41236,37.78819,Aparthotel,Private room,$132.00,32,0,27,33,96,Downtown,1,1
-122.4355,37.77095,House,Private room,$110.00,1,9,20,106,94,Hayes Valley,1,1
-122.41599,37.7774,Boutique hotel,Hotel room,$119.00,7,30,60,17,80,SoMa,1,4
-122.41316,37.78721,Aparthotel,Private room,$115.00,32,2,8,39,91,Downtown,1,1
-122.48099,37.73523,House,Private room,$88.00,1,9,22,183,99,Outer Sunset,1,1
-122.41021,37.79065,Apartment,Private room,$61.00,30,0,12,64,96,Nob Hill,1,1
-122.41718,37.79064,Apartment,Entire home/apt,$148.00,30,30,60,7,97,Nob Hill,1,1
-122.40842,37.78564,Aparthotel,Private room,$70.00,1,0,0,22,84,Union Square,0,1
-122.40759,37.78522,Aparthotel,Private room,$70.00,1,0,0,29,88,Union Square,1,1
-122.42624,37.76557,Condominium,Entire home/apt,$125.00,5,4,6,95,97,Mission District,0,1
-122.4089,37.78518,Apartment,Private room,$75.00,1,0,0,23,85,Union Square,1,1
-122.44128,37.78827,House,Private room,$186.00,4,8,32,13,100,Pacific Heights,1,1
-122.40772,37.78706,Apartment,Private room,$75.00,1,0,0,16,81,Downtown,1,1
-122.41423,37.77657,Boutique hotel,Hotel room,$119.00,7,30,60,21,85,SoMa,1,4
-122.40576,37.7481,Apartment,Entire home/apt,$238.00,3,11,36,46,95,Bernal Heights,2,1
-122.41537,37.74665,House,Entire home/apt,$225.00,2,3,3,56,99,Bernal Heights,2,1
-122.41919,37.79019,Apartment,Private room,$60.00,30,0,0,3,100,Nob Hill,1,1
-122.41728,37.78704,Apartment,Entire home/apt,$160.00,30,27,57,91,96,Downtown,0,1
-122.4144,37.78654,Apartment,Private room,$110.00,2,12,33,24,91,Tenderloin,1,0
-122.42251,37.77796,Serviced apartment,Hotel room,$75.00,2,0,0,1,100,Western Addition/NOPA,0,1
-122.44885,37.71096,House,Private room,$65.00,30,30,60,2,100,Crocker Amazon,1,2
-122.41407,37.77603,Apartment,Private room,$113.00,2,4,23,144,99,SoMa,1,1
-122.40512,37.7813,Loft,Entire home/apt,$250.00,30,11,41,81,96,SoMa,1,1
-122.40785,37.75114,House,Private room,$35.00,30,8,8,103,87,Mission District,1,2.5
-122.40815,37.75073,House,Private room,$39.00,30,0,7,156,84,Mission District,1,2.5
-122.40721,37.75132,House,Private room,$39.00,30,0,16,165,84,Mission District,1,2.5
-122.41686,37.77365,House,Shared room,$33.00,180,30,60,2,90,SoMa,1,3
-122.43298,37.73444,House,Private room,$100.00,3,22,34,36,98,Glen Park,1,1
-122.38823,37.73364,House,Private room,$70.00,30,13,32,4,75,Bayview,1,2
-122.41975,37.76142,Apartment,Entire home/apt,$87.00,30,0,0,7,89,Mission District,0,1
-122.47407,37.75979,Apartment,Entire home/apt,$152.00,5,12,12,7,94,Inner Sunset,1,1
-122.41983,37.80603,Resort,Private room,$140.00,1,5,12,49,98,Fisherman's Wharf,1,1
-122.41291,37.8065,Apartment,Entire home/apt,$450.00,2,13,20,42,99,Fisherman's Wharf,2,2
-122.41251,37.75847,House,Private room,$220.00,1,10,30,163,96,Mission District,2,1
-122.43841,37.75327,House,Private room,$100.00,3,0,0,3,100,Noe Valley,1,1
-122.41972,37.77446,Apartment,Private room,$180.00,3,17,36,37,99,SoMa,0,1
-122.44198,37.77245,Apartment,Entire home/apt,$825.00,2,0,3,3,100,Haight-Ashbury,3,2
-122.50618,37.7631,House,Private room,$100.00,2,12,42,174,93,Outer Sunset,1,1
-122.45531,37.77777,House,Entire home/apt,$167.00,30,0,0,76,96,Richmond District,2,2
-122.40869000000000,37.74615,Guest suite,Entire home/apt,$140.00,3,3,6,145,98,Bernal Heights,1,1
-122.43416,37.76872,Apartment,Entire home/apt,$132.00,30,6,28,107,99,Duboce Triangle,1,1
-122.44947,37.77038,Hostel,Hotel room,$100.00,1,16,42,151,94,Haight-Ashbury,1,1
-122.45052,37.76977,Hostel,Hotel room,$50.00,1,24,54,80,95,Haight-Ashbury,1,5
-122.42885,37.76156,Condominium,Entire home/apt,$250.00,30,6,6,31,99,The Castro,2,1
-122.46305,37.72661,Apartment,Private room,$75.00,3,0,0,63,98,Balboa Terrace,1,1
-122.4235,37.72662,Apartment,Entire home/apt,$150.00,30,1,19,7,89,Excelsior,2,1
-122.49652,37.7573,House,Private room,$150.00,30,27,57,0,NA,Outer Sunset,2,1
-122.42797,37.76448,Apartment,Entire home/apt,$250.00,3,0,7,91,99,Mission District,0,1.5
-122.47739,37.75136,House,Shared room,$32.00,2,8,36,110,96,Outer Sunset,1,1
-122.5084,37.75212,Apartment,Entire home/apt,$259.00,2,0,0,96,99,Outer Sunset,1,1
-122.41305,37.786,Hostel,Private room,$70.00,1,5,33,70,78,Tenderloin,0,8
-122.41416,37.78596,Hostel,Private room,$70.00,1,20,43,43,70,Tenderloin,0,8
-122.41269,37.73905,Apartment,Private room,$128.00,30,29,59,2,90,Bernal Heights,1,1
-122.42334,37.80544,Guest suite,Entire home/apt,$200.00,3,7,12,132,99,Fisherman's Wharf,1,1
-122.396,37.77812,Condominium,Entire home/apt,$116.00,30,0,0,5,100,SoMa,0,1
-122.48665,37.75688,House,Entire home/apt,$139.00,1,2,15,249,97,Outer Sunset,2,1
-122.4117,37.78713,Aparthotel,Private room,$116.00,32,0,0,22,93,Downtown,1,1
-122.41232,37.78866,Aparthotel,Private room,$105.00,32,0,12,12,92,Downtown,1,1
-122.41169,37.78691,Aparthotel,Private room,$100.00,32,0,0,32,98,Downtown,1,1
-122.43753,37.71851,Guest suite,Entire home/apt,$100.00,2,15,42,124,97,Excelsior,0,1
-122.43807,37.77224,Apartment,Private room,$150.00,3,0,0,93,99,Lower Haight,1,1
-122.45205,37.72898,Guest suite,Entire home/apt,$130.00,2,2,15,161,100,Sunnyside,0,1
-122.45053,37.77033,Hostel,Hotel room,$100.00,1,22,47,146,94,Haight-Ashbury,1,1
-122.4677,37.7619,House,Entire home/apt,$498.00,3,0,0,14,100,Inner Sunset,3,2.5
-122.40678,37.79077,Hotel,Private room,"$1,000.00",3,0,0,2,100,Chinatown,0,1
-122.45838,37.74224,Apartment,Entire home/apt,$140.00,30,0,0,61,99,Forest Hill,0,1
-122.4861,37.75406,Apartment,Entire home/apt,$209.00,2,21,47,158,94,Outer Sunset,2,1
-122.42047,37.76122,Condominium,Private room,$175.00,1,0,0,22,100,Mission District,1,1
-122.44174,37.75254,House,Entire home/apt,$325.00,2,11,15,79,99,Noe Valley,2,1
-122.37043,37.72789,Bungalow,Private room,$60.00,1,15,45,146,93,Bayview,1,1
-122.43208,37.79031,Apartment,Entire home/apt,$200.00,30,6,16,108,99,Pacific Heights,1,1.5
-122.43149,37.77433,House,Entire home/apt,$250.00,30,0,12,8,100,Western Addition/NOPA,2,1
-122.3717,37.7272,House,Private room,$50.00,1,11,11,120,96,Bayview,1,1.5
-122.40142,37.78288,Apartment,Private room,$500.00,1,27,57,11,100,SoMa,1,1
-122.38971,37.732170000000000,House,Private room,$65.00,30,10,40,4,90,Bayview,1,2
-122.41556,37.78529,Apartment,Private room,$70.00,2,10,19,104,91,Tenderloin,1,0
-122.4146,37.78575,Apartment,Private room,$95.00,2,7,22,60,90,Tenderloin,0,1
-122.44133,37.75836,House,Entire home/apt,$250.00,3,0,0,3,100,The Castro,3,3
-122.41278,37.75888,House,Entire home/apt,$400.00,1,9,23,7,100,Mission District,3,1
-122.39235,37.73737,House,Private room,$36.00,2,18,43,99,98,Bayview,1,1.5
-122.47819,37.74579,Apartment,Entire home/apt,$160.00,3,13,32,102,94,Outer Sunset,2,1
-122.41879,37.79842,Apartment,Private room,$200.00,31,28,58,7,100,Russian Hill,1,1.5
-122.47768,37.74989,House,Shared room,$32.00,2,27,54,155,96,Outer Sunset,1,1
-122.42022,37.74688,Apartment,Private room,$60.00,2,7,7,141,98,Bernal Heights,1,1
-122.47039,37.7528,House,Entire home/apt,$150.00,5,0,0,1,100,Inner Sunset,3,2
-122.37181,37.72859,House,Private room,$61.00,1,22,45,99,96,Bayview,1,1
-122.46646,37.76186,Apartment,Entire home/apt,$275.00,3,0,0,11,100,Inner Sunset,3,2
-122.50031,37.77845,Guest suite,Entire home/apt,$200.00,3,0,0,116,99,Richmond District,1,1
-122.43895,37.8009,Apartment,Entire home/apt,$154.00,30,0,0,23,99,Marina,0,1
-122.388,37.73507,House,Private room,$99.00,2,22,44,121,100,Bayview,1,1
-122.42577,37.75369,Apartment,Entire home/apt,$200.00,30,29,59,2,100,Noe Valley,1,1
-122.50341,37.75333,House,Entire home/apt,$199.00,2,0,0,127,85,Outer Sunset,2,2
-122.42401,37.75938,Apartment,Entire home/apt,$135.00,30,18,48,0,NA,Mission District,1,1
-122.41601,37.75833,House,Private room,$100.00,180,30,60,0,NA,Mission District,0,1
-122.42558,37.75114,Condominium,Private room,$125.00,3,0,0,3,100,Noe Valley,1,1
-122.42893,37.71696,House,Private room,$55.00,2,16,24,87,94,Excelsior,1,1
-122.41875,37.77781,Loft,Entire home/apt,$125.00,30,30,60,6,90,Civic Center,1,1
-122.44016,37.7459,House,Entire home/apt,$299.00,30,1,1,79,97,Diamond Heights,3,1
-122.4201,37.79097,Apartment,Private room,$70.00,30,3,33,2,90,Nob Hill,1,1
-122.40906,37.75906,Condominium,Entire home/apt,$400.00,3,0,0,15,99,Mission District,2,2
-122.42128,37.79107,Apartment,Private room,$76.00,30,0,11,1,100,Nob Hill,1,1
-122.41923,37.79202,Apartment,Private room,$76.00,30,0,0,1,100,Nob Hill,1,1
-122.41848,37.74591,Guest suite,Entire home/apt,$118.00,2,0,0,100,98,Bernal Heights,0,1
-122.41536,37.80463,Apartment,Private room,$60.00,30,0,0,31,97,North Beach,1,1.5
-122.41506,37.74821,Bungalow,Entire home/apt,$150.00,7,0,0,3,100,Bernal Heights,1,1
-122.41682,37.75511,Apartment,Private room,$92.00,7,0,0,49,97,Mission District,1,1
-122.44768,37.80184,House,Entire home/apt,"$1,295.00",30,10,18,0,NA,Marina,3,3.5
-122.43199,37.73633,Townhouse,Entire home/apt,$200.00,3,0,0,30,96,Glen Park,2,1
-122.43877,37.75948,Apartment,Entire home/apt,$229.00,3,0,0,19,99,The Castro,1,2
-122.41936,37.75964,Condominium,Entire home/apt,$335.00,4,0,0,5,100,Mission District,1,1
-122.45075,37.7699,Hostel,Hotel room,$90.00,1,12,28,145,95,Haight-Ashbury,1,1
-122.42427,37.80099,Apartment,Entire home/apt,$174.00,30,28,36,2,100,Russian Hill,1,1
-122.46909,37.77327,Apartment,Entire home/apt,$110.00,30,13,43,2,40,Richmond District,1,1
-122.41505,37.78544,Apartment,Private room,$95.00,2,1,12,55,89,Tenderloin,1,0
-122.47427,37.7773,House,Private room,$77.00,1,13,31,150,96,Richmond District,1,1.5
-122.42133,37.7453,Condominium,Entire home/apt,$200.00,3,0,0,7,94,Bernal Heights,2,1
-122.44423,37.78396,Apartment,Private room,$80.00,30,0,0,14,97,Western Addition/NOPA,1,1
-122.45216,37.73621,House,Private room,$65.00,3,0,0,21,100,Sunnyside,1,1
-122.44932,37.76918,Hostel,Hotel room,$50.00,1,22,52,76,96,Haight-Ashbury,1,5
-122.39226,37.78132,Condominium,Entire home/apt,$238.00,30,0,0,2,90,SoMa,1,1.5
-122.47282,37.75909,Apartment,Entire home/apt,$121.00,30,0,0,3,93,Inner Sunset,1,1
-122.41069,37.73591,House,Private room,$65.00,1,10,30,312,99,Bernal Heights,1,1
-122.41637,37.76759,Condominium,Entire home/apt,$375.00,3,1,2,9,98,Mission District,3,1.5
-122.41484,37.74103,House,Entire home/apt,$190.00,10,0,0,4,95,Bernal Heights,3,2
-122.44923,37.77017,Hostel,Hotel room,$100.00,1,14,34,100,94,Haight-Ashbury,1,5
-122.44934,37.7699,Hostel,Hotel room,$100.00,1,13,20,121,91,Haight-Ashbury,1,1
-122.42555,37.76951,Apartment,Private room,$62.00,30,30,60,5,96,Mission District,1,5
-122.46936,37.78609,House,Entire home/apt,$260.00,1,5,8,39,98,Richmond District,1,1
-122.40715,37.78646,Apartment,Private room,$75.00,1,0,0,13,85,Downtown,1,1
-122.4077,37.78728,Aparthotel,Private room,$75.00,1,0,0,13,83,Downtown,1,1
-122.40867,37.78677,Apartment,Private room,$75.00,7,4,20,20,91,Downtown,1,0
-122.40749,37.78677,Apartment,Private room,$75.00,7,3,19,25,85,Downtown,1,0
-122.40871,37.78586,Apartment,Private room,$73.00,7,8,24,26,88,Union Square,1,0
-122.47988,37.7341,House,Entire home/apt,$295.00,30,13,43,20,89,Lakeshore,3,2
-122.44071,37.71426,Bungalow,Entire home/apt,$84.00,2,0,0,31,99,Crocker Amazon,1,1
-122.41647,37.77247,House,Shared room,$32.00,30,11,41,2,60,SoMa,1,3
-122.42664,37.79555,House,Entire home/apt,$800.00,60,27,57,0,NA,Pacific Heights,5,4.5
-122.4248,37.73531,Guest suite,Private room,$110.00,3,0,0,79,99,Bernal Heights,1,1
-122.41698,37.73685,Guest suite,Entire home/apt,$85.00,2,11,35,162,96,Bernal Heights,1,1
-122.44615,37.74548,House,Private room,$80.00,2,12,31,255,99,Diamond Heights,1,1
-122.46251,37.76499,House,Private room,$400.00,2,0,0,17,100,Inner Sunset,3,2.5
-122.43755,37.77652,Apartment,Entire home/apt,$95.00,30,5,5,12,100,Western Addition/NOPA,0,1
-122.40768,37.80116,Apartment,Entire home/apt,$150.00,30,9,39,60,94,Telegraph Hill,1,1
-122.41638,37.74909,Apartment,Entire home/apt,$122.00,30,0,0,3,93,Mission District,1,1
-122.39839,37.76028,Townhouse,Entire home/apt,$300.00,30,0,0,4,100,Potrero Hill,3,3
-122.40718,37.80238,Apartment,Entire home/apt,$399.00,3,29,59,35,96,Telegraph Hill,1,1
-122.41396,37.78631,Other,Private room,$70.00,1,10,30,46,80,Tenderloin,0,8
-122.4252,37.80087,House,Private room,$80.00,2,4,13,137,98,Cow Hollow,1,1
-122.41853,37.74425,Apartment,Entire home/apt,$100.00,30,1,1,28,99,Bernal Heights,0,1
-122.45023,37.76907,Hostel,Hotel room,$100.00,1,12,32,45,91,Haight-Ashbury,1,5
-122.44304,37.80423,Apartment,Entire home/apt,$85.00,30,7,27,14,100,Marina,0,1
-122.50259,37.75078,House,Entire home/apt,$220.00,2,7,17,183,99,Outer Sunset,2,1
-122.42574,37.76042,Apartment,Private room,$155.00,1,0,0,23,99,Mission District,1,1
-122.44907,37.76954,Apartment,Entire home/apt,$600.00,2,12,20,56,99,Haight-Ashbury,3,1
-122.46018,37.7323,Guest suite,Entire home/apt,$164.00,2,15,28,111,99,Sunnyside,1,1
-122.42427,37.76975,Apartment,Private room,$62.00,30,30,60,2,100,Mission District,1,5
-122.42395,37.77105,Apartment,Private room,$59.00,30,0,0,2,100,Mission District,1,5
-122.43824,37.76097,Apartment,Entire home/apt,$172.00,1,1,13,273,99,The Castro,1,1
-122.47856,37.76369,House,Private room,$80.00,30,14,14,137,97,Outer Sunset,1,1
-122.47837,37.76524,Apartment,Entire home/apt,$98.00,30,15,45,47,91,Outer Sunset,1,1
-122.47813,37.76471,Apartment,Entire home/apt,$98.00,30,29,59,48,92,Outer Sunset,1,1
-122.50937,37.77328,Condominium,Private room,$120.00,30,28,58,2,80,Richmond District,1,1
-122.5059,37.78038,Guest suite,Entire home/apt,$169.00,4,0,17,21,100,Richmond District,1,1
-122.43759,37.77792,House,Private room,$55.00,30,0,0,2,100,Western Addition/NOPA,3,1
-122.48747,37.73137,House,Private room,$47.00,30,0,0,6,93,Lakeshore,1,1
-122.45278,37.77306,Apartment,Entire home/apt,$675.00,4,20,28,68,99,Western Addition/NOPA,3,2
-122.38992,37.75893,Apartment,Entire home/apt,$227.00,30,0,0,2,100,Dogpatch,3,1
-122.42069,37.79046,Apartment,Private room,$60.00,30,0,7,1,100,Nob Hill,1,1
-122.37159,37.72841,Townhouse,Private room,$95.00,30,27,57,10,98,Bayview,1,1.5
-122.41526,37.74241,House,Entire home/apt,$118.00,30,0,0,2,70,Bernal Heights,1,1
-122.3887,37.71192,Condominium,Private room,$59.00,60,0,12,4,100,Bayview,1,1
-122.43204,37.79134,House,Entire home/apt,$990.00,5,26,49,6,100,Pacific Heights,3,2.5
-122.41518,37.78598,Apartment,Entire home/apt,$140.00,30,25,31,6,100,Tenderloin,1,1
-122.44301,37.74962,House,Entire home/apt,$300.00,5,0,0,2,90,Noe Valley,3,2.5
-122.4312,37.7758,Apartment,Entire home/apt,$100.00,30,0,15,4,85,Western Addition/NOPA,2,1
-122.42382,37.76916,Apartment,Private room,$64.00,30,30,60,0,NA,Mission District,1,5
-122.42352,37.77064,House,Private room,$56.00,30,30,60,3,80,Mission District,1,5
-122.41633,37.75164,Apartment,Private room,$149.00,2,3,3,161,99,Mission District,1,1
-122.42389,37.77064,Apartment,Private room,$56.00,30,0,0,4,100,Mission District,1,5
-122.41985,37.80206,Apartment,Entire home/apt,$163.00,30,0,8,4,100,Russian Hill,1,1
-122.41867,37.80057,Apartment,Entire home/apt,$250.00,30,28,58,2,90,Russian Hill,2,1
-122.41057,37.79266,Apartment,Entire home/apt,$189.00,30,13,43,8,100,Nob Hill,2,1
-122.41066,37.74164,House,Entire home/apt,$235.00,4,0,0,6,97,Bernal Heights,2,2
-122.43883,37.76978,Apartment,Entire home/apt,$105.00,30,6,17,11,96,Haight-Ashbury,0,1
-122.4234,37.77138,House,Private room,$56.00,30,30,60,3,100,Mission District,1,5
-122.46271,37.74303,House,Entire home/apt,$225.00,3,0,0,1,100,Inner Sunset,3,2
-122.4374,37.75182,Guest suite,Entire home/apt,$130.00,2,7,22,75,97,Noe Valley,0,1
-122.42419,37.76915,Apartment,Private room,$68.00,30,30,60,4,85,Mission District,1,5
-122.50282,37.76111,Apartment,Entire home/apt,$150.00,2,0,0,38,99,Outer Sunset,1,1
-122.42371,37.77145,Apartment,Private room,$56.00,30,0,27,2,100,Mission District,1,5
-122.43371,37.76224,Apartment,Entire home/apt,$149.00,2,0,5,33,98,The Castro,1,1
-122.44694,37.76644,Apartment,Entire home/apt,$100.00,30,0,2,1,100,Haight-Ashbury,1,1
-122.43707,37.76896,Condominium,Private room,$189.00,1,14,24,68,97,Haight-Ashbury,1,1
-122.42463,37.77398,Loft,Entire home/apt,$166.00,1,0,0,77,97,Hayes Valley,1,1
-122.47852,37.78394,House,Entire home/apt,$425.00,3,0,0,3,93,Richmond District,3,2
-122.41342,37.78886,Apartment,Entire home/apt,$150.00,30,0,0,9,98,Downtown,0,1
-122.39081,37.78871,Condominium,Entire home/apt,$200.00,30,13,43,10,98,South Beach,1,1
-122.41368,37.76134,Townhouse,Entire home/apt,$140.00,30,12,42,22,96,Mission District,2,2
-122.44126,37.75358,House,Entire home/apt,$299.00,1,4,29,105,87,Noe Valley,1,1
-122.41383,37.7929,Apartment,Entire home/apt,$172.00,30,2,2,34,90,Nob Hill,2,1
-122.49191,37.73076,Guest suite,Private room,$65.00,1,12,28,113,95,Lakeshore,1,1
-122.42403,37.80172,Apartment,Entire home/apt,$174.00,30,23,53,1,100,Russian Hill,1,1
-122.44752,37.76878,Apartment,Private room,$150.00,2,24,30,47,98,Haight-Ashbury,1,1
-122.40956,37.72846,House,Entire home/apt,$300.00,2,18,39,125,95,Portola,3,2
-122.39255,37.78776,Apartment,Entire home/apt,$395.00,30,0,0,4,100,South Beach,2,2
-122.41131,37.78883,Aparthotel,Private room,$134.00,32,0,0,4,100,Downtown,1,1
-122.40825,37.75439,Bungalow,Entire home/apt,$83.00,30,0,0,2,90,Mission District,0,1
-122.41194,37.74435,House,Entire home/apt,$600.00,4,0,8,8,100,Bernal Heights,4,3
-122.41374,37.77708,Apartment,Private room,$139.00,3,0,0,5,96,SoMa,1,1
-122.41651,37.77386,Townhouse,Shared room,$35.00,30,0,0,4,85,SoMa,1,3
-122.44932,37.7703,Hostel,Hotel room,$100.00,2,13,43,55,91,Haight-Ashbury,1,2
-122.41639,37.75817,Condominium,Private room,$200.00,1,19,42,20,97,Mission District,1,1
-122.4165,37.75816,Condominium,Private room,$225.00,1,19,32,38,97,Mission District,1,1
-122.48064,37.75785,Guest suite,Private room,$65.00,30,30,60,2,50,Outer Sunset,1,1
-122.43868,37.76801,Guest suite,Entire home/apt,$250.00,30,0,0,48,100,Haight-Ashbury,2,1
-122.44326,37.71918,Guest suite,Entire home/apt,$180.00,3,3,14,56,96,Mission Terrace,2,1
-122.41799,37.77254,House,Shared room,$33.00,180,30,60,0,NA,SoMa,1,3
-122.45467,37.74321,Bed and breakfast,Private room,$135.00,1,3,17,209,99,Sunnyside,1,2
-122.3907,37.78911,Apartment,Entire home/apt,$193.00,30,0,0,1,100,South Beach,1,1
-122.49543,37.78162,Townhouse,Entire home/apt,$180.00,2,0,0,70,98,Richmond District,2,1
-122.49459,37.74643,Guest suite,Entire home/apt,$150.00,2,0,0,80,98,Outer Sunset,2,1
